,Car Make,Probability,Alt1,Alt2
3607,Aston Martin V8 Vantage Convertible 2012,27.7,Audi A5 Coupe 2012,Chevrolet Camaro Convertible 2012
3608,McLaren MP4-12C Coupe 2012,47.1,Dodge Challenger SRT8 2011,BMW M5 Sedan 2010
3609,FIAT 500 Abarth 2012,99.5,Chevrolet Camaro Convertible 2012,Dodge Caliber Wagon 2012
3610,Mercedes-Benz E-Class Sedan 2012,13.9,Dodge Challenger SRT8 2011,Bentley Mulsanne Sedan 2011
3611,FIAT 500 Abarth 2012,29.1,Mercedes-Benz E-Class Sedan 2012,Suzuki SX4 Hatchback 2012
3612,Audi RS 4 Convertible 2008,29.6,Audi S6 Sedan 2011,Chrysler PT Cruiser Convertible 2008
3613,Dodge Caliber Wagon 2012,58.5,Nissan NV Passenger Van 2012,Jeep Compass SUV 2012
3614,FIAT 500 Abarth 2012,99.2,Hyundai Veloster Hatchback 2012,Spyker C8 Coupe 2009
3615,Audi S4 Sedan 2007,93.6,Mercedes-Benz Sprinter Van 2012,Hyundai Veloster Hatchback 2012
3616,Mercedes-Benz E-Class Sedan 2012,53.3,Suzuki SX4 Hatchback 2012,Ferrari FF Coupe 2012
3617,Audi TT Hatchback 2011,20.0,Chevrolet Corvette ZR1 2012,Tesla Model S Sedan 2012
3618,Audi S4 Sedan 2012,34.5,MINI Cooper Roadster Convertible 2012,Bugatti Veyron 16.4 Coupe 2009
3619,Jeep Grand Cherokee SUV 2012,39.6,Infiniti G Coupe IPL 2012,Land Rover Range Rover SUV 2012
3620,Dodge Durango SUV 2012,45.7,Hyundai Azera Sedan 2012,Ford Edge SUV 2012
3621,BMW Z4 Convertible 2012,49.7,Audi TT Hatchback 2011,Ford GT Coupe 2006
3622,Mercedes-Benz E-Class Sedan 2012,88.6,Mercedes-Benz S-Class Sedan 2012,Chrysler 300 SRT-8 2010
3623,Ford Edge SUV 2012,80.0,Hyundai Veracruz SUV 2012,Acura TL Sedan 2012
3624,Audi S5 Convertible 2012,55.5,Audi TT Hatchback 2011,Volvo 240 Sedan 1993
3625,Hyundai Tucson SUV 2012,54.5,Hyundai Veracruz SUV 2012,GMC Acadia SUV 2012
3626,Ford Edge SUV 2012,94.8,Volvo XC90 SUV 2007,Chevrolet Silverado 1500 Regular Cab 2012
3627,Audi 100 Sedan 1994,55.1,smart fortwo Convertible 2012,Hyundai Genesis Sedan 2012
3628,Audi S4 Sedan 2012,24.4,Infiniti G Coupe IPL 2012,Mercedes-Benz C-Class Sedan 2012
3629,Hyundai Genesis Sedan 2012,17.1,Daewoo Nubira Wagon 2002,Hyundai Sonata Sedan 2012
3630,Mercedes-Benz E-Class Sedan 2012,61.1,Mercedes-Benz S-Class Sedan 2012,Cadillac Escalade EXT Crew Cab 2007
3631,Dodge Dakota Crew Cab 2010,99.7,Ford Ranger SuperCab 2011,Dodge Dakota Club Cab 2007
3632,Chrysler 300 SRT-8 2010,98.6,Chevrolet Silverado 2500HD Regular Cab 2012,Honda Accord Sedan 2012
3633,Audi S5 Coupe 2012,47.3,Audi RS 4 Convertible 2008,Suzuki SX4 Hatchback 2012
3634,Audi TTS Coupe 2012,17.4,Audi S5 Coupe 2012,Chevrolet HHR SS 2010
3635,smart fortwo Convertible 2012,85.4,Spyker C8 Coupe 2009,McLaren MP4-12C Coupe 2012
3636,Suzuki SX4 Hatchback 2012,93.3,Dodge Caravan Minivan 1997,Mercedes-Benz C-Class Sedan 2012
3637,Cadillac Escalade EXT Crew Cab 2007,40.4,GMC Yukon Hybrid SUV 2012,Chrysler 300 SRT-8 2010
3638,Chevrolet Camaro Convertible 2012,98.0,BMW 3 Series Sedan 2012,Ferrari California Convertible 2012
3639,Nissan NV Passenger Van 2012,45.8,FIAT 500 Convertible 2012,Ford GT Coupe 2006
3640,Mercedes-Benz C-Class Sedan 2012,15.6,Hyundai Genesis Sedan 2012,Chrysler Town and Country Minivan 2012
3641,Nissan NV Passenger Van 2012,61.1,FIAT 500 Abarth 2012,Daewoo Nubira Wagon 2002
3642,Ford E-Series Wagon Van 2012,34.3,Daewoo Nubira Wagon 2002,Infiniti QX56 SUV 2011
3643,Audi TT Hatchback 2011,30.1,Audi TTS Coupe 2012,Suzuki SX4 Sedan 2012
3644,Aston Martin V8 Vantage Convertible 2012,77.2,Bentley Continental GT Coupe 2007,Audi TTS Coupe 2012
3645,Dodge Dakota Club Cab 2007,23.5,Dodge Durango SUV 2007,Dodge Durango SUV 2012
3646,Volvo XC90 SUV 2007,38.3,Chrysler 300 SRT-8 2010,Audi RS 4 Convertible 2008
3647,Dodge Caliber Wagon 2012,36.7,Nissan Juke Hatchback 2012,Hyundai Veloster Hatchback 2012
3648,Daewoo Nubira Wagon 2002,44.9,Ford Focus Sedan 2007,Chrysler Town and Country Minivan 2012
3649,HUMMER H3T Crew Cab 2010,64.4,Dodge Charger Sedan 2012,Nissan Juke Hatchback 2012
3650,BMW ActiveHybrid 5 Sedan 2012,30.3,Aston Martin V8 Vantage Coupe 2012,Plymouth Neon Coupe 1999
3651,Chevrolet Silverado 2500HD Regular Cab 2012,92.3,Ford F-150 Regular Cab 2007,Toyota Sequoia SUV 2012
3652,Chevrolet Corvette Ron Fellows Edition Z06 2007,42.8,AM General Hummer SUV 2000,Lamborghini Aventador Coupe 2012
3653,GMC Acadia SUV 2012,17.7,Hyundai Azera Sedan 2012,Lamborghini Reventon Coupe 2008
3654,Daewoo Nubira Wagon 2002,99.7,Fisker Karma Sedan 2012,HUMMER H3T Crew Cab 2010
3655,Chevrolet Camaro Convertible 2012,53.4,Aston Martin V8 Vantage Convertible 2012,Hyundai Tucson SUV 2012
3656,Hyundai Genesis Sedan 2012,44.5,Hyundai Veracruz SUV 2012,Chrysler 300 SRT-8 2010
3657,Audi TTS Coupe 2012,46.4,Bugatti Veyron 16.4 Coupe 2009,Audi R8 Coupe 2012
3658,MINI Cooper Roadster Convertible 2012,99.1,Daewoo Nubira Wagon 2002,Ford Focus Sedan 2007
3659,Land Rover LR2 SUV 2012,9.2,Volkswagen Golf Hatchback 1991,Buick Rainier SUV 2007
3660,Hyundai Veloster Hatchback 2012,23.7,Dodge Challenger SRT8 2011,Hyundai Sonata Sedan 2012
3661,Bentley Arnage Sedan 2009,35.4,Cadillac Escalade EXT Crew Cab 2007,Dodge Dakota Crew Cab 2010
3662,Chrysler Town and Country Minivan 2012,52.5,Chrysler 300 SRT-8 2010,Dodge Challenger SRT8 2011
3663,Audi S4 Sedan 2007,81.4,BMW X3 SUV 2012,Chrysler Town and Country Minivan 2012
3664,Suzuki Kizashi Sedan 2012,31.1,Chevrolet Corvette Ron Fellows Edition Z06 2007,MINI Cooper Roadster Convertible 2012
3665,BMW X6 SUV 2012,77.0,Tesla Model S Sedan 2012,Chevrolet Camaro Convertible 2012
3666,Audi S4 Sedan 2007,44.1,Honda Odyssey Minivan 2012,Hyundai Sonata Sedan 2012
3667,Mercedes-Benz Sprinter Van 2012,84.7,Hyundai Genesis Sedan 2012,Hyundai Azera Sedan 2012
3668,Suzuki Kizashi Sedan 2012,35.6,Hyundai Azera Sedan 2012,Tesla Model S Sedan 2012
3669,HUMMER H2 SUT Crew Cab 2009,79.7,Ford E-Series Wagon Van 2012,Chrysler 300 SRT-8 2010
3670,Suzuki SX4 Hatchback 2012,84.4,Chevrolet Corvette Convertible 2012,Hyundai Veloster Hatchback 2012
3671,Ford GT Coupe 2006,61.4,smart fortwo Convertible 2012,Spyker C8 Coupe 2009
3672,Mercedes-Benz S-Class Sedan 2012,74.4,Bentley Continental Flying Spur Sedan 2007,Dodge Durango SUV 2012
3673,Bentley Arnage Sedan 2009,46.1,Hyundai Genesis Sedan 2012,Dodge Ram Pickup 3500 Crew Cab 2010
3674,Dodge Ram Pickup 3500 Quad Cab 2009,20.5,Chevrolet Silverado 1500 Extended Cab 2012,Chevrolet Silverado 2500HD Regular Cab 2012
3675,Hyundai Veloster Hatchback 2012,86.7,Spyker C8 Coupe 2009,Dodge Charger SRT-8 2009
3676,Hyundai Elantra Touring Hatchback 2012,27.9,Hyundai Sonata Sedan 2012,Audi TTS Coupe 2012
3677,GMC Savana Van 2012,99.9,Audi 100 Wagon 1994,Chevrolet Corvette ZR1 2012
3678,Mercedes-Benz E-Class Sedan 2012,35.0,Land Rover LR2 SUV 2012,Mercedes-Benz C-Class Sedan 2012
3679,GMC Acadia SUV 2012,37.4,BMW X3 SUV 2012,Audi 100 Wagon 1994
3680,Audi V8 Sedan 1994,69.0,Audi 100 Sedan 1994,Bentley Arnage Sedan 2009
3681,Chrysler Town and Country Minivan 2012,68.9,Honda Odyssey Minivan 2007,Jeep Patriot SUV 2012
3682,Spyker C8 Convertible 2009,59.9,Nissan NV Passenger Van 2012,Nissan Juke Hatchback 2012
3683,Mercedes-Benz E-Class Sedan 2012,43.4,Suzuki SX4 Sedan 2012,Infiniti QX56 SUV 2011
3684,Chevrolet Malibu Sedan 2007,61.8,Dodge Dakota Club Cab 2007,Dodge Journey SUV 2012
3685,Hyundai Genesis Sedan 2012,78.4,Mercedes-Benz E-Class Sedan 2012,Dodge Challenger SRT8 2011
3686,Chrysler 300 SRT-8 2010,16.3,Audi TTS Coupe 2012,Audi S4 Sedan 2012
3687,Audi TT Hatchback 2011,37.1,Mitsubishi Lancer Sedan 2012,Ferrari FF Coupe 2012
3688,Ford E-Series Wagon Van 2012,45.9,Suzuki SX4 Hatchback 2012,Nissan NV Passenger Van 2012
3689,Nissan Juke Hatchback 2012,31.0,Hyundai Azera Sedan 2012,Bentley Continental GT Coupe 2007
3690,Bentley Arnage Sedan 2009,61.7,Audi RS 4 Convertible 2008,Jeep Compass SUV 2012
3691,Chrysler 300 SRT-8 2010,78.3,Dodge Challenger SRT8 2011,Nissan Juke Hatchback 2012
3692,Audi S4 Sedan 2007,58.4,Spyker C8 Coupe 2009,Ford GT Coupe 2006
3693,Mercedes-Benz E-Class Sedan 2012,71.3,Chrysler 300 SRT-8 2010,Aston Martin Virage Convertible 2012
3694,Daewoo Nubira Wagon 2002,14.7,Rolls-Royce Phantom Sedan 2012,Mercedes-Benz S-Class Sedan 2012
3695,BMW Z4 Convertible 2012,26.0,Audi TT Hatchback 2011,Mercedes-Benz 300-Class Convertible 1993
3696,Audi S5 Coupe 2012,42.8,Audi S5 Convertible 2012,smart fortwo Convertible 2012
3697,Volvo 240 Sedan 1993,24.7,BMW 3 Series Sedan 2012,BMW Z4 Convertible 2012
3698,smart fortwo Convertible 2012,94.0,Suzuki SX4 Hatchback 2012,FIAT 500 Convertible 2012
3699,Toyota Sequoia SUV 2012,58.3,Hyundai Genesis Sedan 2012,Daewoo Nubira Wagon 2002
3700,Dodge Caravan Minivan 1997,30.4,Audi 100 Wagon 1994,Volkswagen Golf Hatchback 1991
3701,Aston Martin V8 Vantage Convertible 2012,23.8,Chevrolet Corvette ZR1 2012,Chevrolet Camaro Convertible 2012
3702,Jeep Compass SUV 2012,98.5,Mercedes-Benz E-Class Sedan 2012,Mercedes-Benz S-Class Sedan 2012
3703,Chevrolet Corvette Convertible 2012,57.2,Ferrari 458 Italia Coupe 2012,Ferrari FF Coupe 2012
3704,Dodge Caliber Wagon 2012,91.6,Volvo C30 Hatchback 2012,Audi S6 Sedan 2011
3705,Hyundai Genesis Sedan 2012,37.0,Audi S4 Sedan 2012,Hyundai Elantra Touring Hatchback 2012
3706,Mercedes-Benz Sprinter Van 2012,54.0,Dodge Sprinter Cargo Van 2009,Honda Accord Sedan 2012
3707,Chrysler PT Cruiser Convertible 2008,39.0,Hyundai Sonata Sedan 2012,Suzuki Aerio Sedan 2007
3708,FIAT 500 Convertible 2012,47.2,Ferrari 458 Italia Coupe 2012,Ferrari California Convertible 2012
3709,Audi RS 4 Convertible 2008,35.0,Jeep Wrangler SUV 2012,Aston Martin Virage Coupe 2012
3710,Hyundai Veloster Hatchback 2012,25.7,Volvo C30 Hatchback 2012,Hyundai Elantra Touring Hatchback 2012
3711,Aston Martin V8 Vantage Coupe 2012,16.9,Chevrolet Corvette Ron Fellows Edition Z06 2007,Aston Martin V8 Vantage Convertible 2012
3712,Aston Martin V8 Vantage Coupe 2012,86.0,Audi S4 Sedan 2012,Hyundai Veloster Hatchback 2012
3713,BMW X5 SUV 2007,43.4,Audi RS 4 Convertible 2008,Bentley Continental GT Coupe 2007
3714,Suzuki Kizashi Sedan 2012,67.4,Audi S5 Coupe 2012,Hyundai Genesis Sedan 2012
3715,Plymouth Neon Coupe 1999,22.5,Nissan 240SX Coupe 1998,Mercedes-Benz SL-Class Coupe 2009
3716,Spyker C8 Coupe 2009,66.8,Daewoo Nubira Wagon 2002,Hyundai Genesis Sedan 2012
3717,Suzuki Kizashi Sedan 2012,81.2,Audi S6 Sedan 2011,Audi TT Hatchback 2011
3718,Plymouth Neon Coupe 1999,50.4,BMW X6 SUV 2012,Nissan Leaf Hatchback 2012
3719,BMW X6 SUV 2012,17.5,Dodge Caliber Wagon 2012,Jeep Patriot SUV 2012
3720,MINI Cooper Roadster Convertible 2012,100.0,Hyundai Veloster Hatchback 2012,BMW Z4 Convertible 2012
3721,Audi TT Hatchback 2011,63.3,Dodge Challenger SRT8 2011,BMW M5 Sedan 2010
3722,Audi R8 Coupe 2012,37.9,Bentley Continental GT Coupe 2012,Audi RS 4 Convertible 2008
3723,BMW 1 Series Coupe 2012,17.9,Audi R8 Coupe 2012,Lamborghini Aventador Coupe 2012
3724,Audi S4 Sedan 2007,41.9,BMW M5 Sedan 2010,Audi RS 4 Convertible 2008
3725,Chevrolet Sonic Sedan 2012,42.5,Acura TL Sedan 2012,Volkswagen Golf Hatchback 1991
3726,Audi RS 4 Convertible 2008,96.6,Audi S4 Sedan 2007,Bentley Arnage Sedan 2009
3727,Dodge Magnum Wagon 2008,70.4,Jaguar XK XKR 2012,Audi RS 4 Convertible 2008
3728,Daewoo Nubira Wagon 2002,53.9,Hyundai Genesis Sedan 2012,Hyundai Azera Sedan 2012
3729,Cadillac CTS-V Sedan 2012,99.2,Spyker C8 Coupe 2009,Lamborghini Reventon Coupe 2008
3730,Plymouth Neon Coupe 1999,31.2,Hyundai Elantra Touring Hatchback 2012,FIAT 500 Abarth 2012
3731,Nissan NV Passenger Van 2012,77.1,Lamborghini Reventon Coupe 2008,Spyker C8 Coupe 2009
3732,Aston Martin V8 Vantage Convertible 2012,24.9,Chevrolet Malibu Sedan 2007,Hyundai Sonata Sedan 2012
3733,Mercedes-Benz 300-Class Convertible 1993,32.1,Chevrolet Silverado 1500 Regular Cab 2012,GMC Canyon Extended Cab 2012
3734,Infiniti G Coupe IPL 2012,75.7,Mercedes-Benz S-Class Sedan 2012,Mercedes-Benz E-Class Sedan 2012
3735,Mercedes-Benz 300-Class Convertible 1993,81.6,GMC Canyon Extended Cab 2012,Dodge Durango SUV 2007
3736,Chevrolet Camaro Convertible 2012,25.8,Chevrolet Monte Carlo Coupe 2007,Aston Martin V8 Vantage Convertible 2012
3737,Volvo 240 Sedan 1993,32.4,Honda Odyssey Minivan 2012,Land Rover LR2 SUV 2012
3738,Suzuki Aerio Sedan 2007,41.6,Nissan Leaf Hatchback 2012,Mitsubishi Lancer Sedan 2012
3739,Ferrari California Convertible 2012,99.1,Dodge Charger Sedan 2012,Ferrari 458 Italia Coupe 2012
3740,Chrysler 300 SRT-8 2010,74.4,Infiniti G Coupe IPL 2012,Ford E-Series Wagon Van 2012
3741,Suzuki SX4 Hatchback 2012,27.8,smart fortwo Convertible 2012,Audi S5 Coupe 2012
3742,AM General Hummer SUV 2000,80.5,smart fortwo Convertible 2012,HUMMER H3T Crew Cab 2010
3743,Chrysler 300 SRT-8 2010,55.3,Audi S4 Sedan 2012,Audi S4 Sedan 2007
3744,Audi V8 Sedan 1994,33.5,Mercedes-Benz 300-Class Convertible 1993,Daewoo Nubira Wagon 2002
3745,Audi S5 Coupe 2012,24.7,Hyundai Elantra Touring Hatchback 2012,BMW M5 Sedan 2010
3746,Dodge Challenger SRT8 2011,28.2,Mercedes-Benz SL-Class Coupe 2009,Ford Edge SUV 2012
3747,BMW 3 Series Sedan 2012,95.7,Chevrolet HHR SS 2010,Dodge Magnum Wagon 2008
3748,BMW X6 SUV 2012,57.5,Ferrari FF Coupe 2012,Ferrari 458 Italia Coupe 2012
3749,Chrysler 300 SRT-8 2010,22.1,Mercedes-Benz C-Class Sedan 2012,FIAT 500 Abarth 2012
3750,Suzuki Aerio Sedan 2007,35.8,smart fortwo Convertible 2012,BMW 1 Series Convertible 2012
3751,Mercedes-Benz S-Class Sedan 2012,11.8,Mercedes-Benz SL-Class Coupe 2009,Audi V8 Sedan 1994
3752,Audi V8 Sedan 1994,18.9,Chevrolet Silverado 2500HD Regular Cab 2012,Dodge Magnum Wagon 2008
3753,BMW Z4 Convertible 2012,23.9,BMW 3 Series Sedan 2012,Aston Martin V8 Vantage Convertible 2012
3754,Suzuki Aerio Sedan 2007,87.6,Honda Odyssey Minivan 2012,Maybach Landaulet Convertible 2012
3755,Hyundai Azera Sedan 2012,97.7,Spyker C8 Convertible 2009,Ford Edge SUV 2012
3756,Bentley Mulsanne Sedan 2011,27.0,Porsche Panamera Sedan 2012,Suzuki Kizashi Sedan 2012
3757,Infiniti G Coupe IPL 2012,41.5,Ford Edge SUV 2012,Hyundai Elantra Sedan 2007
3758,Jeep Patriot SUV 2012,25.5,Land Rover LR2 SUV 2012,Chevrolet Corvette Ron Fellows Edition Z06 2007
3759,Mercedes-Benz E-Class Sedan 2012,43.2,Mercedes-Benz Sprinter Van 2012,Hyundai Genesis Sedan 2012
3760,Hyundai Tucson SUV 2012,80.0,Hyundai Veloster Hatchback 2012,Chevrolet Traverse SUV 2012
3761,Mitsubishi Lancer Sedan 2012,40.1,Chevrolet Sonic Sedan 2012,Hyundai Elantra Touring Hatchback 2012
3762,Bugatti Veyron 16.4 Convertible 2009,94.1,Bugatti Veyron 16.4 Coupe 2009,Fisker Karma Sedan 2012
3763,Chevrolet Avalanche Crew Cab 2012,46.6,Dodge Ram Pickup 3500 Crew Cab 2010,Audi V8 Sedan 1994
3764,Chevrolet Sonic Sedan 2012,58.0,Hyundai Genesis Sedan 2012,Aston Martin Virage Convertible 2012
3765,Acura RL Sedan 2012,22.7,Chrysler PT Cruiser Convertible 2008,Hyundai Azera Sedan 2012
3766,Dodge Durango SUV 2012,57.4,Mercedes-Benz Sprinter Van 2012,Nissan NV Passenger Van 2012
3767,Acura Integra Type R 2001,29.5,Ford Fiesta Sedan 2012,Land Rover LR2 SUV 2012
3768,Hyundai Azera Sedan 2012,92.1,Hyundai Elantra Touring Hatchback 2012,Hyundai Elantra Sedan 2007
3769,Chrysler 300 SRT-8 2010,20.6,Audi S4 Sedan 2012,Spyker C8 Coupe 2009
3770,Audi A5 Coupe 2012,33.5,Dodge Magnum Wagon 2008,Volvo 240 Sedan 1993
3771,Chrysler Sebring Convertible 2010,20.3,Mercedes-Benz E-Class Sedan 2012,Hyundai Azera Sedan 2012
3772,Honda Accord Coupe 2012,33.3,Dodge Journey SUV 2012,Chevrolet Camaro Convertible 2012
3773,Aston Martin V8 Vantage Convertible 2012,22.3,Dodge Magnum Wagon 2008,Acura TL Sedan 2012
3774,Bentley Arnage Sedan 2009,37.8,Jeep Patriot SUV 2012,AM General Hummer SUV 2000
3775,Isuzu Ascender SUV 2008,50.0,Cadillac Escalade EXT Crew Cab 2007,Dodge Magnum Wagon 2008
3776,Daewoo Nubira Wagon 2002,24.0,Honda Accord Sedan 2012,Ford Freestar Minivan 2007
3777,Aston Martin V8 Vantage Coupe 2012,15.6,Bentley Continental GT Coupe 2007,Chrysler 300 SRT-8 2010
3778,smart fortwo Convertible 2012,56.6,Nissan Leaf Hatchback 2012,Hyundai Accent Sedan 2012
3779,Chrysler 300 SRT-8 2010,64.1,Chevrolet Camaro Convertible 2012,Audi A5 Coupe 2012
3780,Audi S4 Sedan 2012,75.4,Suzuki SX4 Sedan 2012,Chrysler 300 SRT-8 2010
3781,Suzuki SX4 Hatchback 2012,39.7,Suzuki Aerio Sedan 2007,Ford Focus Sedan 2007
3782,Fisker Karma Sedan 2012,23.4,Ferrari California Convertible 2012,Audi S4 Sedan 2012
3783,Bentley Continental Flying Spur Sedan 2007,20.3,Bentley Arnage Sedan 2009,Honda Accord Sedan 2012
3784,Mercedes-Benz S-Class Sedan 2012,22.7,Chevrolet Avalanche Crew Cab 2012,Dodge Magnum Wagon 2008
3785,Dodge Caravan Minivan 1997,35.2,Honda Accord Sedan 2012,Geo Metro Convertible 1993
3786,Dodge Durango SUV 2012,36.4,FIAT 500 Abarth 2012,BMW X5 SUV 2007
3787,Bentley Arnage Sedan 2009,46.7,smart fortwo Convertible 2012,Nissan Juke Hatchback 2012
3788,Spyker C8 Coupe 2009,94.0,Chevrolet Corvette ZR1 2012,Volvo C30 Hatchback 2012
3789,Audi S5 Coupe 2012,24.4,Audi TT Hatchback 2011,Audi S4 Sedan 2012
3790,Hyundai Accent Sedan 2012,46.5,BMW X6 SUV 2012,Dodge Caliber Wagon 2007
3791,Chrysler 300 SRT-8 2010,61.6,Dodge Magnum Wagon 2008,Nissan Leaf Hatchback 2012
3792,Cadillac CTS-V Sedan 2012,17.9,Acura TL Sedan 2012,Audi S6 Sedan 2011
3793,Suzuki Kizashi Sedan 2012,83.6,Chrysler Sebring Convertible 2010,Chrysler Town and Country Minivan 2012
3794,Audi TT Hatchback 2011,58.1,MINI Cooper Roadster Convertible 2012,Bentley Mulsanne Sedan 2011
3795,Chrysler 300 SRT-8 2010,70.1,Ford E-Series Wagon Van 2012,Dodge Magnum Wagon 2008
3796,Mercedes-Benz Sprinter Van 2012,87.1,Chrysler Town and Country Minivan 2012,Chrysler PT Cruiser Convertible 2008
3797,Toyota 4Runner SUV 2012,61.9,Mazda Tribute SUV 2011,Bentley Arnage Sedan 2009
3798,Chrysler Town and Country Minivan 2012,90.2,Mercedes-Benz E-Class Sedan 2012,Honda Odyssey Minivan 2012
3799,Infiniti QX56 SUV 2011,29.1,Volvo C30 Hatchback 2012,Dodge Durango SUV 2012
3800,Audi S4 Sedan 2007,78.2,FIAT 500 Abarth 2012,Lamborghini Reventon Coupe 2008
3801,Suzuki Kizashi Sedan 2012,79.0,BMW 6 Series Convertible 2007,Ford Fiesta Sedan 2012
3802,Cadillac CTS-V Sedan 2012,61.7,Chevrolet Corvette ZR1 2012,Bentley Continental Flying Spur Sedan 2007
3803,Daewoo Nubira Wagon 2002,29.1,Volvo 240 Sedan 1993,Tesla Model S Sedan 2012
3804,Hyundai Sonata Sedan 2012,59.0,Honda Odyssey Minivan 2012,Audi S4 Sedan 2007
3805,Mercedes-Benz Sprinter Van 2012,89.9,Ram C/V Cargo Van Minivan 2012,BMW M3 Coupe 2012
3806,Ferrari 458 Italia Convertible 2012,85.7,Chevrolet Monte Carlo Coupe 2007,Ferrari 458 Italia Coupe 2012
3807,Mercedes-Benz C-Class Sedan 2012,60.4,Audi S5 Coupe 2012,Suzuki SX4 Hatchback 2012
3808,Dodge Durango SUV 2007,58.3,Infiniti QX56 SUV 2011,Dodge Durango SUV 2012
3809,FIAT 500 Abarth 2012,71.4,Cadillac Escalade EXT Crew Cab 2007,Tesla Model S Sedan 2012
3810,Lamborghini Reventon Coupe 2008,39.1,Audi TTS Coupe 2012,Chevrolet Corvette ZR1 2012
3811,Chevrolet Corvette Ron Fellows Edition Z06 2007,92.5,Chevrolet Corvette Convertible 2012,BMW 6 Series Convertible 2007
3812,Aston Martin Virage Convertible 2012,92.2,Land Rover Range Rover SUV 2012,Cadillac CTS-V Sedan 2012
3813,Chevrolet Corvette ZR1 2012,39.9,Bentley Continental GT Coupe 2012,Ferrari 458 Italia Coupe 2012
3814,Dodge Dakota Club Cab 2007,42.1,AM General Hummer SUV 2000,Dodge Durango SUV 2007
3815,Spyker C8 Coupe 2009,56.8,Volvo C30 Hatchback 2012,Lamborghini Diablo Coupe 2001
3816,AM General Hummer SUV 2000,25.8,Dodge Durango SUV 2007,Chevrolet Silverado 1500 Regular Cab 2012
3817,Hyundai Elantra Sedan 2007,26.7,Chevrolet Sonic Sedan 2012,Bugatti Veyron 16.4 Convertible 2009
3818,Mercedes-Benz SL-Class Coupe 2009,34.6,Mercedes-Benz S-Class Sedan 2012,Infiniti G Coupe IPL 2012
3819,Mercedes-Benz Sprinter Van 2012,74.8,Dodge Ram Pickup 3500 Crew Cab 2010,Ram C/V Cargo Van Minivan 2012
3820,FIAT 500 Convertible 2012,56.2,MINI Cooper Roadster Convertible 2012,Jaguar XK XKR 2012
3821,Daewoo Nubira Wagon 2002,86.7,Volvo 240 Sedan 1993,Chevrolet Express Van 2007
3822,Nissan 240SX Coupe 1998,31.2,Hyundai Elantra Sedan 2007,Chevrolet Malibu Hybrid Sedan 2010
3823,Audi RS 4 Convertible 2008,72.5,Mercedes-Benz 300-Class Convertible 1993,Chevrolet Monte Carlo Coupe 2007
3824,Hyundai Genesis Sedan 2012,25.4,Aston Martin Virage Convertible 2012,Bentley Mulsanne Sedan 2011
3825,Dodge Caliber Wagon 2012,14.1,Daewoo Nubira Wagon 2002,Ford Freestar Minivan 2007
3826,Chevrolet Express Cargo Van 2007,99.9,GMC Savana Van 2012,Chevrolet Express Van 2007
3827,Nissan Leaf Hatchback 2012,52.1,Suzuki SX4 Hatchback 2012,Dodge Caliber Wagon 2012
3828,Dodge Durango SUV 2007,31.7,Chevrolet Monte Carlo Coupe 2007,Jaguar XK XKR 2012
3829,Nissan NV Passenger Van 2012,96.1,Ford E-Series Wagon Van 2012,Daewoo Nubira Wagon 2002
3830,Mercedes-Benz S-Class Sedan 2012,30.0,Ford Expedition EL SUV 2009,Ford Edge SUV 2012
3831,Dodge Challenger SRT8 2011,48.5,Audi S4 Sedan 2012,Audi S6 Sedan 2011
3832,Dodge Caravan Minivan 1997,36.6,Suzuki SX4 Hatchback 2012,Daewoo Nubira Wagon 2002
3833,Dodge Caravan Minivan 1997,42.0,GMC Acadia SUV 2012,Toyota 4Runner SUV 2012
3834,Audi TT Hatchback 2011,47.7,Aston Martin V8 Vantage Convertible 2012,Bugatti Veyron 16.4 Coupe 2009
3835,Audi S4 Sedan 2012,32.0,Chevrolet Sonic Sedan 2012,Suzuki SX4 Hatchback 2012
3836,Mitsubishi Lancer Sedan 2012,33.4,Ferrari FF Coupe 2012,Suzuki SX4 Sedan 2012
3837,Suzuki SX4 Hatchback 2012,74.7,Hyundai Veracruz SUV 2012,Hyundai Elantra Touring Hatchback 2012
3838,Suzuki SX4 Hatchback 2012,53.4,Dodge Caliber Wagon 2007,Mitsubishi Lancer Sedan 2012
3839,Mercedes-Benz Sprinter Van 2012,51.7,Hyundai Elantra Touring Hatchback 2012,Nissan NV Passenger Van 2012
3840,Hyundai Veracruz SUV 2012,66.7,Hyundai Santa Fe SUV 2012,Hyundai Sonata Sedan 2012
3841,MINI Cooper Roadster Convertible 2012,51.3,Suzuki SX4 Hatchback 2012,FIAT 500 Convertible 2012
3842,Porsche Panamera Sedan 2012,21.0,Hyundai Azera Sedan 2012,Daewoo Nubira Wagon 2002
3843,Spyker C8 Convertible 2009,20.5,Chrysler Town and Country Minivan 2012,Spyker C8 Coupe 2009
3844,HUMMER H3T Crew Cab 2010,50.2,Chevrolet Corvette ZR1 2012,HUMMER H2 SUT Crew Cab 2009
3845,Dodge Caliber Wagon 2007,18.0,Toyota Corolla Sedan 2012,Toyota Camry Sedan 2012
3846,Mercedes-Benz S-Class Sedan 2012,62.2,Hyundai Genesis Sedan 2012,Volvo XC90 SUV 2007
3847,Audi TTS Coupe 2012,42.3,GMC Acadia SUV 2012,Rolls-Royce Phantom Sedan 2012
3848,Volvo C30 Hatchback 2012,40.6,Hyundai Genesis Sedan 2012,Nissan NV Passenger Van 2012
